userID,placeID,rating,food_rating,service_rating,hygine,StoreID,FOOD_AVG,service_AVG,hygine_AVG
U1060,132733,2,1,2,0,Store2,1.222222222,1.095878136,2.515232975
U1060,132740,1,2,1,4,Store2,1.222421525,1.095067265,2.517488789
U1015,135071,0,0,0,0,Store4,1.221723519,1.095152603,2.516157989
U1123,132733,1,2,1,1,Store2,1.222821204,1.096136568,2.518418688
U1123,132608,1,2,1,0,,1.222122302,1.096223022,2.519784173
U1123,135104,2,2,2,0,Store5,1.221422142,1.096309631,2.522052205
U1123,132584,1,2,0,4,Store1,,1.095495495,2.524324324
U1123,132667,1,2,1,3,,1.220018034,1.096483318,2.522993688
U1123,132740,1,1,1,1,Store2,1.219314079,1.096570397,2.522563177
U1123,132613,1,2,1,5,,1.219512195,1.096657633,2.523938573
U1123,132594,1,1,1,1,Store1,,1.096745027,2.521699819
U1021,132740,2,2,1,2,Store2,1.219004525,1.096832579,2.523076923
U1026,132626,2,2,2,3,,1.218297101,1.09692029,2.523550725
U1021,132668,2,2,2,5,,1.217588395,1.096101541,2.523118767
U1021,132715,2,2,1,4,Store2,1.216878403,1.095281307,2.520871143
U1044,134987,0,0,0,3,,1.216167121,1.095367847,2.519527702
U1083,135034,2,2,2,2,Store4,1.217272727,1.096363636,2.519090909
U1083,132723,1,1,1,4,Store2,1.21656051,1.095541401,2.519563239
U1083,135046,2,2,1,5,Store4,1.216757741,1.095628415,2.518214936
U1108,135075,2,2,2,4,Store4,1.216043756,1.095715588,2.515952598
U1108,132572,1,2,1,5,Store1,,1.094890511,2.51459854
U1108,135074,2,2,1,0,Store4,1.214611872,1.094977169,2.512328767
U1108,135028,1,1,1,0,Store4,1.213893967,1.095063985,2.514625229
U1108,135085,1,2,1,2,Store4,1.214089661,1.095150961,2.516925892
U1108,135032,2,1,2,1,Store4,1.213369963,1.095238095,2.517399267
U1108,135086,1,1,0,2,Store4,1.213565536,1.094408799,2.518790101
U1108,132723,2,2,2,1,Store2,1.213761468,1.095412844,2.519266055
U1108,135046,1,2,1,2,Store4,1.213039486,1.094582185,2.520661157
U1108,135058,1,1,1,1,Store4,1.212316176,1.094669118,2.521139706
U1012,135001,1,1,2,4,Store4,1.2125115,1.09475621,2.522539098
U1012,134983,2,2,2,0,,1.212707182,1.093922652,2.521178637
U1012,134996,2,2,2,5,,1.211981567,1.093087558,2.523502304
U1093,135019,2,2,2,4,Store4,1.211254613,1.092250923,2.521217712
U1093,134996,2,2,2,4,,1.210526316,1.091412742,2.519852262
U1093,135001,2,2,2,2,Store4,1.209796673,1.090573013,2.518484288
U1093,134976,2,2,1,1,,1.20906568,1.08973173,2.518963922
U1093,134999,2,2,2,0,,1.208333333,1.089814815,2.52037037
U1030,135018,2,2,2,4,Store4,1.207599629,1.08897127,2.522706209
U1093,135013,2,2,1,4,Store4,1.206864564,1.08812616,2.521335807
U1030,134986,2,2,2,1,,1.206128134,1.088207985,2.51996286
U1012,134986,2,2,2,2,,1.205390335,1.087360595,2.521375465
U1012,135018,2,2,2,4,Store4,1.204651163,1.086511628,2.521860465
U1030,135088,1,0,1,1,Store4,1.203910615,1.08566108,2.520484171
U1093,132767,2,2,2,2,Store2,1.205032619,1.085740913,2.521901212
U1030,135016,0,0,0,5,Store4,1.204291045,1.08488806,2.52238806
U1093,135011,1,1,0,3,Store4,1.2054155,1.085901027,2.520074697
U1030,132767,0,0,0,3,Store2,1.205607477,1.086915888,2.519626168
U1030,135019,0,0,0,0,Store4,1.206735267,1.087932647,2.519176801
U1030,135109,0,0,0,0,Store5,1.207865169,1.088951311,2.521535581
U1030,134996,0,0,0,2,,1.208997188,1.089971884,2.523898782
U1066,135011,1,2,2,4,Store4,1.210131332,1.090994371,2.524390244
U1066,134999,1,1,1,4,,1.209389671,1.090140845,2.523004695
U1127,134975,2,2,2,4,,1.209586466,1.090225564,2.521616541
U1127,135021,2,1,1,0,Store4,1.208842897,1.089369708,2.520225776
U1127,134987,2,0,2,1,,1.209039548,1.089453861,2.52259887
U1127,134996,2,2,2,5,,1.210179076,1.088595664,2.52403393
U1017,132768,1,1,1,2,Store2,1.209433962,1.087735849,2.521698113
U1066,135019,2,1,0,5,Store4,1.209631728,1.087818697,2.522190746
U1017,134975,2,1,1,2,,1.209829868,1.088846881,2.519848771
U1017,134983,0,0,1,5,,1.210028382,1.088930937,2.520340587
U1066,132767,1,2,1,4,Store2,1.211174242,1.089015152,2.517992424
U1100,135021,2,1,0,4,Store4,1.21042654,1.089099526,2.516587678
U1100,134996,2,1,1,2,,1.210626186,1.090132827,2.515180266
U1066,135013,1,2,2,2,Store4,1.210826211,1.090218424,2.515669516
U1100,135000,2,1,1,1,Store4,1.210076046,1.089353612,2.516159696
U1100,135001,2,2,2,4,Store4,1.210275928,1.08943863,2.517602284
U1100,132768,2,2,2,4,Store2,1.20952381,1.088571429,2.516190476
U1100,134976,2,2,1,1,,1.208770257,1.087702574,2.514775977
U1133,134983,1,1,1,5,,1.208015267,1.08778626,2.516221374
U1133,134986,2,2,2,5,,1.208213945,1.087870105,2.513849093
U1133,132766,1,1,0,0,Store2,1.207456979,1.086998088,2.511472275
U1133,132767,0,0,0,1,Store2,1.207655502,1.088038278,2.513875598
U1133,135021,2,2,2,1,Store4,1.208812261,1.08908046,2.51532567
U1133,135001,2,2,2,3,Store4,1.208053691,1.088207095,2.516778523
U1133,134975,1,1,1,5,,1.207293666,1.087332054,2.516314779
U1133,134992,1,2,1,4,,1.207492795,1.087415946,2.513928915
U1133,135019,1,2,0,2,Store4,1.206730769,1.0875,2.5125
U1118,134987,0,0,0,1,,1.205967276,1.088546679,2.512993263
U1072,135016,1,2,2,5,Store4,1.207129094,1.089595376,2.514450867
U1072,132773,2,1,2,2,Store2,1.206364513,1.088717454,2.512054002
U1072,135088,0,1,0,2,Store4,1.206563707,1.087837838,2.512548263
U1026,132561,1,1,1,4,Store1,,1.088888889,2.513043478
U1026,132706,0,2,0,1,Store2,1.20696325,1.088974855,2.511605416
U1026,132654,0,0,0,4,,1.206195547,1.090029042,2.513068732
U1026,132665,2,2,2,3,,1.207364341,1.091085271,2.511627907
U1023,132740,0,0,0,4,Store2,1.206595538,1.090203686,2.511154219
U1023,132733,2,2,2,4,Store2,1.20776699,1.091262136,2.509708738
U1080,132668,1,1,1,5,,1.206997085,1.090379009,2.508260447
U1080,132660,2,2,2,1,,1.207198444,1.090466926,2.505836576
U1080,132733,1,1,1,1,Store2,1.206426485,1.089581305,2.507302824
U1080,132608,2,2,2,2,,1.20662768,1.089668616,2.50877193
U1063,132660,2,2,2,0,,1.205853659,1.088780488,2.509268293
U1063,132584,2,1,1,3,Store1,,1.087890625,2.51171875
U1063,132609,1,0,1,0,,1.205278592,1.08797654,2.511241447
U1063,135104,1,2,1,2,Store5,1.206457926,1.088062622,2.51369863
U1063,132667,1,2,1,2,Store3,1.205680705,1.088148874,2.514201763
U1080,132564,1,1,1,5,Store1,,1.088235294,2.514705882
U1080,132715,1,1,1,2,Store2,1.205103042,1.088321884,2.512266928
U1082,132732,0,0,0,1,Store2,1.205304519,1.088408644,2.512770138
U1082,132733,0,0,0,1,Store2,1.206489676,1.089478859,2.51425762
U1074,135011,2,1,2,1,Store4,1.207677165,1.090551181,2.515748031
U1074,134987,2,2,2,4,,1.207881773,1.089655172,2.517241379
U1074,134976,2,2,2,3,,1.207100592,1.088757396,2.515779093
U1117,135018,1,1,1,0,Store4,1.206317868,1.087857848,2.515301086
U1117,132766,0,0,1,5,Store2,1.206521739,1.087944664,2.517786561
U1117,135088,1,1,2,0,Store4,1.207715134,1.088031652,2.515331355
U1117,135016,2,2,1,3,Store4,1.207920792,1.087128713,2.517821782
U1117,132773,1,2,2,0,Store2,1.207135778,1.087215064,2.517343905
U1117,135000,1,1,1,2,Store4,1.206349206,1.086309524,2.51984127
U1118,132583,0,0,0,4,Store1,,1.086395233,2.520357498
U1118,132768,0,0,0,5,Store2,1.207753479,1.087475149,2.51888668
U1118,135021,2,0,0,0,Store4,1.208955224,1.088557214,2.51641791
U1118,134983,0,0,0,1,,1.210159363,1.089641434,2.518924303
U1118,135001,0,0,0,2,Store4,1.211365902,1.090727817,2.520438684
U1118,134992,0,0,0,3,,1.21257485,1.091816367,2.520958084
U1020,135088,1,2,0,4,Store4,1.213786214,1.092907093,2.52047952
U1020,132768,2,2,2,0,Store2,1.213,1.094,2.519
U1020,134996,1,1,1,4,,1.212212212,1.093093093,2.521521522
U1020,135109,2,2,1,2,Store5,1.21242485,1.093186373,2.52004008
U1051,135088,1,1,1,0,Store4,1.211634905,1.09327984,2.520561685
U1051,135109,1,1,1,1,Store5,1.21184739,1.093373494,2.523092369
U1051,132768,1,2,1,3,Store2,1.212060302,1.093467337,2.524623116
U1055,135051,1,2,2,2,Store4,1.211267606,1.093561368,2.524144869
U1055,135075,2,2,2,0,Store4,1.210473313,1.09264854,2.524672709
U1055,132572,2,2,2,3,Store1,,1.091733871,2.527217742
U1055,135028,2,2,2,0,Store4,1.208879919,1.090817356,2.526740666
U1055,135025,2,2,2,2,Store4,1.208080808,1.08989899,2.529292929
U1083,132572,2,2,2,1,Store1,,1.088978766,2.529828109
U1083,135049,0,0,0,0,Store4,1.206477733,1.08805668,2.531376518
U1055,135106,2,2,2,0,Store5,1.207700101,1.089159068,2.533941236
U1083,135072,1,2,2,3,Store4,1.206896552,1.088235294,2.536511156
U1083,135074,2,2,2,5,Store4,1.206091371,1.087309645,2.536040609
U1083,132755,2,2,2,3,Store2,1.205284553,1.086382114,2.533536585
U1083,135044,1,2,2,4,Store4,1.204476094,1.085452696,2.533062055
U1055,135048,2,2,2,1,Store4,1.203665988,1.084521385,2.531568228
U1055,135047,2,2,2,2,Store4,1.20285423,1.083588175,2.53312946
U1055,132754,2,2,2,0,Store2,1.202040816,1.082653061,2.533673469
U1055,132825,2,2,2,3,,1.201225741,1.081716037,2.536261491
U1053,135076,1,1,1,5,Store4,1.200408998,1.080777096,2.535787321
U1053,135032,2,2,1,1,Store4,1.200614125,1.080859775,2.533265097
U1053,132825,1,2,0,4,,1.199795082,1.080942623,2.534836066
U1053,135063,2,1,2,3,Store4,1.198974359,1.082051282,2.533333333
U1035,135018,1,2,1,0,Store4,1.199178645,1.08110883,2.532854209
U1035,132773,2,1,2,5,Store2,1.198355601,1.081192189,2.535457348
U1053,135042,2,1,2,1,Store4,1.198559671,1.080246914,2.532921811
U1053,135053,2,2,0,2,Store4,1.198764161,1.079299691,2.534500515
U1053,132754,1,2,1,1,Store2,1.197938144,1.080412371,2.535051546
U1035,132583,1,0,2,4,Store1,,1.080495356,2.536635707
U1053,135081,2,2,1,1,Store4,1.198347107,1.079545455,2.535123967
U1053,135025,2,1,2,4,Store4,1.197518097,1.079627715,2.536711479
U1053,135038,2,1,2,1,Store4,1.197722567,1.078674948,2.535196687
U1053,135060,2,2,1,1,Store4,1.197927461,1.077720207,2.536787565
U1053,135062,2,1,1,5,Store4,1.197095436,1.07780083,2.538381743
U1053,135047,2,2,2,2,Store4,1.197300104,1.07788162,2.535825545
U1064,135042,1,2,1,0,Store4,1.196465696,1.076923077,2.536382536
U1081,135069,1,0,1,1,Store4,1.195629553,1.077003122,2.539021852
U1064,135057,1,1,2,4,Store4,1.196875,1.077083333,2.540625
U1081,135076,1,2,2,3,Store4,1.197080292,1.076120959,2.539103233
U1081,135043,0,0,1,0,Store4,1.196242171,1.075156576,2.538622129
U1064,135069,0,0,1,2,Store4,1.197492163,1.07523511,2.541274817
U1081,135039,0,0,0,2,Store4,1.19874477,1.075313808,2.541841004
U1064,135060,1,0,1,3,Store4,1.2,1.076439791,2.542408377
U1064,135052,2,0,2,2,Store4,1.201257862,1.076519916,2.541928721
U1081,132825,1,0,1,0,,1.202518363,1.075550892,2.542497377
U1081,135032,0,1,1,3,Store4,1.203781513,1.075630252,2.545168067
U1081,135028,1,2,2,1,Store4,1.203995794,1.075709779,2.5446898
U1081,135085,1,2,1,4,Store4,1.203157895,1.074736842,2.546315789
U1081,135052,0,1,1,4,Store4,1.20231823,1.074815595,2.544783983
U1081,135030,1,1,1,3,Store4,1.202531646,1.074894515,2.543248945
U1081,135027,0,1,1,4,Store4,1.202745512,1.074973601,2.542766631
U1001,132830,1,1,1,5,,1.202959831,1.075052854,2.541226216
U1001,132825,2,2,1,2,,1.203174603,1.075132275,2.538624339
U1014,135076,1,2,1,5,Store4,1.202330508,1.075211864,2.539194915
U1088,132830,0,2,2,1,,1.201484624,1.075291622,2.536585366
U1088,135108,2,2,2,3,Store5,1.200636943,1.074309979,2.538216561
U1014,135069,1,0,1,5,Store4,1.19978746,1.073326249,2.537725824
U1014,135050,2,2,2,5,Store4,1.20106383,1.073404255,2.535106383
U1088,135057,1,2,2,0,Store4,1.200212993,1.072417465,2.532481363
U1014,135081,2,1,1,2,Store4,1.199360341,1.071428571,2.535181237
U1014,135057,1,0,2,1,Store4,1.199573106,1.071504803,2.535752401
U1014,135070,2,2,2,2,Store4,1.200854701,1.070512821,2.537393162
U1088,135041,2,2,2,1,Store4,1.2,1.069518717,2.537967914
U1088,135069,1,2,2,1,Store4,1.199143469,1.068522484,2.539614561
U1088,135082,2,2,2,5,Store4,1.198285102,1.067524116,2.541264737
U1014,135043,1,0,0,2,Store4,1.197424893,1.066523605,2.538626609
U1014,135042,1,1,0,2,Store4,1.198711063,1.067669173,2.539205156
U1088,135071,0,0,0,0,Store4,1.198924731,1.068817204,2.539784946
U1088,135054,2,2,2,4,Store4,1.200215285,1.069967707,2.542518837
U1088,135070,2,2,1,3,Store4,1.199353448,1.068965517,2.540948276
U1014,135066,2,1,2,1,Store4,1.198489752,1.069039914,2.540453074
U1088,135032,2,2,2,2,Store4,1.198704104,1.068034557,2.542116631
U1088,135081,1,2,2,3,Store4,1.197837838,1.067027027,2.542702703
U1088,135051,2,1,2,1,Store4,1.196969697,1.066017316,2.542207792
U1014,132830,2,2,1,4,,1.197183099,1.065005417,2.543878657
U1014,135082,0,0,0,2,Store4,1.196312364,1.065075922,2.542299349
U1056,135066,2,2,2,4,Store4,1.197611292,1.066232356,2.542888165
U1056,135050,0,0,0,0,Store4,1.19673913,1.065217391,2.541304348
U1056,135076,2,2,2,3,Store4,1.198041349,1.066376496,2.544069641
U1056,135081,2,2,2,5,Store4,1.197167756,1.065359477,2.543572985
U1056,135062,2,2,2,5,Store4,1.196292257,1.06434024,2.54089422
U1056,135027,2,2,2,1,Store4,1.195414847,1.063318777,2.538209607
U1056,135085,2,2,2,4,Store4,1.194535519,1.062295082,2.53989071
U1056,135052,2,2,2,1,Store4,1.193654267,1.061269147,2.538293217
U1056,132825,2,2,2,4,,1.192771084,1.060240964,2.539978094
U1056,135051,2,2,2,2,Store4,1.191885965,1.059210526,2.538377193
U1134,135047,1,1,1,5,Store4,1.190998902,1.058177827,2.538968167
U1134,135026,0,0,0,2,Store4,1.191208791,1.058241758,2.536263736
U1134,135044,1,1,1,2,Store4,1.192519252,1.059405941,2.536853685
U1134,132825,1,2,1,1,,1.192731278,1.059471366,2.537444934
U1134,135059,2,1,0,1,Store4,1.191841235,1.059536935,2.539140022
U1134,135065,2,2,2,2,Store4,1.19205298,1.060706402,2.540838852
U1134,135046,2,1,1,0,Store4,1.191160221,1.059668508,2.541436464
U1134,135085,2,1,2,0,Store4,1.191371681,1.059734513,2.544247788
U1134,135079,1,1,2,1,Store4,1.19158361,1.058693245,2.547065338
U1134,135055,2,2,2,1,Store4,1.191796009,1.057649667,2.548780488
U1134,132754,2,1,1,4,Store2,1.190899001,1.056603774,2.550499445
U1134,132572,0,0,0,0,Store1,,1.056666667,2.548888889
U1134,135075,2,1,1,2,Store4,1.19243604,1.057842047,2.551724138
U1134,135080,1,1,1,5,Store4,1.192650334,1.057906459,2.55233853
U1134,135064,2,2,2,3,Store4,1.192865106,1.057971014,2.54960981
U1134,135074,2,2,2,1,Store4,1.191964286,1.056919643,2.549107143
U1106,135041,1,1,1,2,Store4,1.191061453,1.055865922,2.550837989
U1126,135069,0,0,0,1,Store4,1.191275168,1.055928412,2.551454139
U1106,135032,0,0,0,4,Store4,1.192609183,1.057110862,2.553191489
U1126,135057,2,2,2,4,Store4,1.193946188,1.058295964,2.551569507
U1126,132830,0,0,0,2,,1.193041526,1.057239057,2.549943883
U1106,135028,2,1,0,4,Store4,1.194382022,1.058426966,2.550561798
U1126,135040,0,0,0,2,Store4,1.194600675,1.059617548,2.548931384
U1126,135106,2,2,2,2,Store5,1.195945946,1.060810811,2.54954955
U1126,135052,2,1,1,4,Store4,1.195039459,1.059751973,2.550169109
U1126,135041,2,1,1,4,Store4,1.195259594,1.059819413,2.548532731
U1126,135038,1,0,1,2,Store4,1.195480226,1.059887006,2.546892655
U1126,135054,1,2,1,5,Store4,1.196832579,1.059954751,2.547511312
U1126,135108,2,2,1,3,Store5,1.19592299,1.06002265,2.544733862
U1044,134986,2,2,2,4,,1.195011338,1.060090703,2.544217687
U1124,135054,1,1,1,0,Store4,1.194097616,1.059023837,2.542565267
U1044,132768,2,2,2,3,Store2,1.194318182,1.059090909,2.545454545
U1124,135108,1,1,1,2,Store5,1.193401593,1.058020478,2.544937429
U1124,135032,1,1,1,1,Store4,1.193621868,1.05808656,2.545558087
U1124,135071,1,0,1,0,Store4,1.193842645,1.058152794,2.54732041
U1124,135070,1,1,1,3,Store4,1.195205479,1.058219178,2.550228311
U1124,135069,1,1,1,2,Store4,1.195428571,1.058285714,2.549714286
U1124,135081,1,1,0,0,Store4,1.195652174,1.058352403,2.550343249
U1124,135057,1,1,1,5,Store4,1.195876289,1.059564719,2.553264605
U1124,135039,1,1,1,5,Store4,1.196100917,1.059633028,2.550458716
U1124,135050,0,1,0,0,Store4,1.196326062,1.059701493,2.547646383
U1018,135043,0,0,0,3,Store4,1.196551724,1.06091954,2.550574713
U1125,135043,1,1,2,5,Store4,1.197928654,1.062140391,2.550057537
U1125,135081,0,0,2,3,Store4,1.198156682,1.061059908,2.547235023
U1125,135076,1,1,1,3,Store4,1.199538639,1.059976932,2.546712803
U1018,135082,2,2,2,3,Store4,1.199769053,1.060046189,2.546189376
U1125,135050,2,1,1,1,Store4,1.198843931,1.058959538,2.54566474
U1125,135066,1,0,1,4,Store4,1.199074074,1.059027778,2.547453704
U1125,135032,1,2,1,1,Store4,1.200463499,1.059096176,2.545770568
U1119,134986,2,2,2,1,,1.199535963,1.059164733,2.547563805
U1119,135021,0,0,0,0,Store4,1.198606272,1.058072009,2.549361208
U1119,135001,2,2,2,2,Store4,1.2,1.059302326,2.552325581
U1125,135042,1,1,1,5,Store4,1.199068685,1.058207218,2.552968568
U1119,132583,2,2,2,2,Store1,,1.058275058,2.55011655
U1125,135063,1,2,1,5,Store4,1.198366394,1.057176196,2.55075846
U1119,132768,2,2,2,2,Store2,1.197429907,1.057242991,2.547897196
U1125,135060,1,0,2,5,Store4,1.196491228,1.056140351,2.548538012
U1125,135038,2,2,1,1,Store4,1.197892272,1.055035129,2.545667447
U1125,135062,1,2,1,3,Store4,1.196951934,1.055099648,2.547479484
U1018,135081,1,1,1,2,Store4,1.19600939,1.055164319,2.546948357
U1018,135057,1,1,0,2,Store4,1.196239718,1.055229142,2.547591069
U1018,135066,1,1,1,0,Store4,1.196470588,1.056470588,2.548235294
U1018,135032,1,1,1,0,Store4,1.196702002,1.056537102,2.551236749
U1018,135062,0,0,1,4,Store4,1.196933962,1.056603774,2.554245283
U1018,135025,1,1,1,5,Store4,1.198347107,1.056670602,2.552538371
U1018,135069,0,1,1,0,Store4,1.19858156,1.056737589,2.54964539
U1018,135108,1,0,1,3,Store5,1.198816568,1.056804734,2.552662722
U1076,135039,2,2,1,4,Store4,1.200236967,1.056872038,2.552132701
U1076,135038,1,2,2,0,Store4,1.199288256,1.056939502,2.550415184
U1076,135027,0,1,1,0,Store4,1.198337292,1.055819477,2.553444181
U1076,135042,2,2,2,4,Store4,1.198573127,1.05588585,2.55648038
U1022,135040,0,0,0,2,Store4,1.197619048,1.054761905,2.554761905
U1076,135073,2,1,1,1,Store4,1.199046484,1.05601907,2.555423123
U1022,135033,1,1,2,4,Store4,1.19928401,1.056085919,2.557279236
U1022,135025,0,0,0,3,Store4,1.199522103,1.054958184,2.555555556
U1022,135032,1,1,2,5,Store4,1.200956938,1.056220096,2.555023923
U1022,135057,2,2,2,5,Store4,1.201197605,1.05508982,2.552095808
U1022,135060,1,1,2,5,Store4,1.200239808,1.053956835,2.549160671
U1022,135052,2,2,2,4,Store4,1.200480192,1.052821128,2.546218487
U1022,135038,2,1,2,2,Store4,1.199519231,1.051682692,2.544471154
U1022,135081,0,2,1,0,Store4,1.199759326,1.050541516,2.545126354
U1022,135045,2,1,1,2,Store4,1.198795181,1.05060241,2.548192771
U1022,135051,2,1,1,3,Store4,1.199034982,1.05066345,2.548854041
U1022,135073,2,2,2,0,Store4,1.199275362,1.050724638,2.548309179
U1022,135062,1,2,1,2,Store4,1.198307134,1.049576784,2.551390568
U1022,135063,2,1,2,0,Store4,1.197336562,1.049636804,2.552058111
U1094,135054,0,0,0,0,Store4,1.197575758,1.048484848,2.555151515
U1094,135082,0,0,0,0,Store4,1.199029126,1.049757282,2.558252427
U1094,135057,0,1,0,4,Store4,1.200486027,1.051032807,2.561360875
U1094,135071,0,1,0,3,Store4,1.200729927,1.052311436,2.559610706
U1094,132830,0,1,0,4,,1.200974421,1.053593179,2.5590743
U1094,135070,0,1,0,2,Store4,1.201219512,1.054878049,2.557317073
U1094,135108,0,1,1,4,Store5,1.201465201,1.056166056,2.557997558
U1094,135069,0,1,0,5,Store4,1.201711491,1.056234719,2.556234719
U1116,135047,2,2,2,0,Store4,1.201958384,1.05752754,2.553243574
U1116,135060,0,0,0,0,Store4,1.200980392,1.056372549,2.556372549
U1116,135038,2,2,2,0,Store4,1.202453988,1.057668712,2.559509202
U1116,135085,2,2,2,5,Store4,1.201474201,1.056511057,2.562653563
U1116,135052,2,2,2,3,Store4,1.200492005,1.055350554,2.559655597
U1116,135025,2,2,2,2,Store4,1.199507389,1.054187192,2.5591133
U1116,135059,0,2,2,0,Store4,1.198520345,1.053020962,2.559802713
U1116,135027,0,2,2,4,Store4,1.197530864,1.051851852,2.562962963
U1116,132825,2,2,2,0,,1.196538937,1.050679852,2.56118665
U1116,135030,1,2,2,1,Store4,1.195544554,1.04950495,2.564356436
U1116,132834,2,2,2,0,,1.194547708,1.048327138,2.566294919
U1105,135057,0,0,0,1,Store4,1.193548387,1.047146402,2.569478908
U1105,135069,0,0,0,1,Store4,1.195031056,1.048447205,2.571428571
U1105,132830,0,0,0,1,,1.196517413,1.049751244,2.573383085
U1105,135040,0,0,0,2,Store4,1.198007472,1.051058531,2.575342466
U1105,135033,0,0,0,3,Store4,1.199501247,1.052369077,2.57605985
U1105,135054,0,0,0,1,Store4,1.200998752,1.053682896,2.575530587
U1105,135039,0,0,0,2,Store4,1.2025,1.055,2.5775
U1105,135052,0,0,0,1,Store4,1.204005006,1.056320401,2.578222778
U1075,135081,1,2,1,0,Store4,1.205513784,1.05764411,2.580200501
U1075,135066,2,1,2,5,Store4,1.204516939,1.057716437,2.583437892
U1075,135050,2,2,2,2,Store4,1.204773869,1.056532663,2.58040201
U1007,135108,1,1,1,3,Store5,1.203773585,1.055345912,2.581132075
U1075,135076,2,2,0,2,Store4,1.204030227,1.055415617,2.580604534
U1007,135057,1,1,2,2,Store4,1.203026482,1.056746532,2.581336696
U1075,135032,1,1,1,0,Store4,1.203282828,1.055555556,2.582070707
U1075,132834,1,2,1,0,,1.203539823,1.05562579,2.585335019
U1075,135057,2,1,1,4,Store4,1.202531646,1.055696203,2.588607595
U1075,132830,1,1,1,0,,1.20278834,1.055766793,2.586818758
U1075,135062,1,0,1,1,Store4,1.203045685,1.055837563,2.590101523
U1075,135039,2,2,0,2,Store4,1.204574333,1.055908513,2.592121982
U1075,135051,1,1,1,4,Store4,1.203562341,1.057251908,2.592875318
U1075,135041,1,1,0,4,Store4,1.203821656,1.057324841,2.591082803
U1115,135057,2,2,2,4,Store4,1.204081633,1.058673469,2.589285714
U1115,135082,2,2,2,5,Store4,1.203065134,1.057471264,2.587484036
U1115,135054,0,0,1,5,Store4,1.202046036,1.056265985,2.584398977
U1115,135108,1,2,2,0,Store5,1.203585147,1.056338028,2.581306018
U1115,135069,1,0,1,0,Store4,1.202564103,1.055128205,2.584615385
U1115,132830,2,2,2,5,,1.204107831,1.055198973,2.587933248
U1115,135070,1,1,1,5,Store4,1.203084833,1.053984576,2.584832905
U1115,135071,2,2,2,3,Store4,1.203346203,1.054054054,2.581724582
U1072,135000,0,0,0,1,Store4,1.202319588,1.052835052,2.581185567
